city,lat,lon,timestamp,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3,hour,day,month,day_of_week,aqi_lag_1,aqi_lag_3,aqi_lag_24,aqi_rolling_mean_6,aqi_change_rate,temperature,humidity,pressure,wind_speed,wind_deg,cloudiness,rain_1h
Karachi,24.8607,67.0011,2026-02-27 02:00:00+00:00,81.2,123.94,0.0,0.08,91.72,0.53,26.48,87.7,0.0,2,27,2,4,81.6,83.3,90.6,82.95000000000002,-0.004901960784313621,,,,,,,
Karachi,24.8607,67.0011,2026-02-27 03:00:00+00:00,81.2,123.77,0.0,0.1,91.87,0.53,26.44,90.68,0.0,3,27,2,4,81.2,82.3,90.4,82.31666666666668,0.0,,,,,,,
Karachi,24.8607,67.0011,2026-02-27 04:00:00+00:00,81.3,123.53,0.01,0.1,92.3,0.54,26.52,93.92,0.0,4,27,2,4,81.2,81.6,89.7,81.81666666666669,0.001231527093595989,,,,,,,
Karachi,24.8607,67.0011,2026-02-27 05:00:00+00:00,82.5,124.02,0.01,0.08,93.88,0.57,27.06,98.59,0.0,5,27,2,4,81.3,81.2,88.8,81.68333333333335,0.01476014760147605,,,,,,,
Karachi,24.8607,67.0011,2026-02-27 06:00:00+00:00,84.4,124.5,0.01,0.06,95.82,0.6,27.96,104.71,0.0,6,27,2,4,82.5,81.2,88.2,82.03333333333335,0.0230303030303031,,,,,,,
Karachi,24.8607,67.0011,2026-02-27 07:00:00+00:00,87.1,125.09,0.01,0.05,98.23,0.64,29.26,112.31,0.0,7,27,2,4,84.4,81.3,87.7,82.95000000000003,0.03199052132701408,,,,,,,
Karachi,24.8607,67.0011,2026-02-27 08:00:00+00:00,89.8,125.22,0.01,0.05,99.31,0.66,30.55,119.25,0.0,8,27,2,4,87.1,82.5,87.1,84.38333333333334,0.03099885189437432,,,,,,,
Karachi,24.8607,67.0011,2026-02-27 09:00:00+00:00,91.9,125.22,0.01,0.05,98.93,0.67,31.55,124.56,0.0,9,27,2,4,89.8,84.4,86.6,86.16666666666669,0.023385300668151542,,,,,,,
Karachi,24.8607,67.0011,2026-02-27 10:00:00+00:00,94.6,125.99,0.01,0.05,99.59,0.7,32.85,130.53,0.0,10,27,2,4,91.9,87.1,86.3,88.38333333333334,0.02937976060935787,,,,,,,
Karachi,24.8607,67.0011,2026-02-27 11:00:00+00:00,98.0,126.81,0.01,0.06,101.31,0.76,34.46,137.27,0.0,11,27,2,4,94.6,89.8,86.1,90.96666666666668,0.03594080338266391,,,,,,,
Karachi,24.8607,67.0011,2026-02-27 12:00:00+00:00,103.4,128.11,0.01,0.08,104.45,0.87,36.47,144.77,0.0,12,27,2,4,98.0,91.9,86.0,94.13333333333337,0.05510204081632659,,,,,,,
Karachi,24.8607,67.0011,2026-02-27 13:00:00+00:00,109.4,130.16,0.0,0.12,108.64,1.0,38.91,153.04,0.0,13,27,2,4,103.4,94.6,86.0,97.85000000000002,0.058027079303675046,,,,,,,
Karachi,24.8607,67.0011,2026-02-27 14:00:00+00:00,114.8,132.02,0.0,0.15,112.1,1.11,41.11,159.9,0.0,14,27,2,4,109.4,98.0,86.0,102.0166666666667,0.04936014625228511,,,,,,,
Karachi,24.8607,67.0011,2026-02-27 15:00:00+00:00,119.2,133.88,0.0,0.16,115.26,1.19,42.91,164.88,0.0,15,27,2,4,114.8,103.4,86.0,106.56666666666668,0.038327526132404234,,,,,,,
Karachi,24.8607,67.0011,2026-02-27 16:00:00+00:00,122.3,135.61,0.0,0.16,117.76,1.25,44.15,167.92,0.0,16,27,2,4,119.2,109.4,86.1,111.18333333333335,0.026006711409395925,,,,,,,
Karachi,24.8607,67.0011,2026-02-27 17:00:00+00:00,124.2,136.82,0.0,0.16,119.35,1.28,44.91,170.63,0.0,17,27,2,4,122.3,114.8,86.5,115.55000000000003,0.015535568274734306,,,,,,,
Karachi,24.8607,67.0011,2026-02-27 18:00:00+00:00,125.2,137.73,0.0,0.15,120.13,1.29,45.31,174.07,0.0,18,27,2,4,124.2,119.2,86.4,119.18333333333334,0.008051529790660225,,,,,,,
Karachi,24.8607,67.0011,2026-02-27 19:00:00+00:00,124.5,137.74,0.0,0.14,118.92,1.26,45.03,177.75,0.0,19,27,2,4,125.2,122.3,86.0,121.7,-0.005591054313099064,,,,,,,
Karachi,24.8607,67.0011,2026-02-27 20:00:00+00:00,121.6,136.44,0.0,0.13,115.36,1.16,43.86,180.35,0.0,20,27,2,4,124.5,124.2,85.5,122.83333333333336,-0.023293172690763097,,,,,,,
Karachi,24.8607,67.0011,2026-02-27 21:00:00+00:00,116.8,134.47,0.0,0.12,110.07,1.02,41.9,179.76,0.0,21,27,2,4,121.6,125.2,85.0,122.43333333333335,-0.03947368421052629,,,,,,,
Karachi,24.8607,67.0011,2026-02-27 22:00:00+00:00,110.8,131.92,0.0,0.11,104.04,0.87,39.38,174.86,0.0,22,27,2,4,116.8,124.5,84.3,120.5166666666667,-0.051369863013698634,,,,,,,
Karachi,24.8607,67.0011,2026-02-27 23:00:00+00:00,106.8,129.66,0.0,0.1,98.41,0.73,36.76,166.64,0.0,23,27,2,4,110.8,121.6,83.3,117.61666666666667,-0.036101083032490974,,,,,,,
Karachi,24.8607,67.0011,2026-02-28 00:00:00+00:00,101.8,127.66,0.0,0.1,93.6,0.61,34.31,156.57,0.0,0,28,2,5,106.8,116.8,82.3,113.7166666666667,-0.04681647940074907,,,,,,,
Karachi,24.8607,67.0011,2026-02-28 01:00:00+00:00,96.3,125.95,0.0,0.09,89.72,0.53,32.3,146.62,0.0,1,28,2,5,101.8,110.8,81.6,109.0166666666667,-0.054027504911591355,,,,,,,
Karachi,24.8607,67.0011,2026-02-28 02:00:00+00:00,91.8,125.01,0.0,0.09,87.05,0.47,30.77,137.38,0.0,2,28,2,5,96.3,106.8,81.2,104.05000000000001,-0.04672897196261682,,,,,,,
Karachi,24.8607,67.0011,2026-02-28 03:00:00+00:00,88.4,124.58,0.0,0.1,85.64,0.44,29.83,130.64,0.0,3,28,2,5,91.8,101.8,81.2,99.31666666666668,-0.037037037037036945,,,,,,,
Karachi,24.8607,67.0011,2026-02-28 04:00:00+00:00,88.2,124.06,0.01,0.1,85.92,0.44,29.79,129.56,0.0,4,28,2,5,88.4,96.3,81.3,95.55000000000001,-0.002262443438914059,,,,,,,
Karachi,24.8607,67.0011,2026-02-28 05:00:00+00:00,89.6,124.51,0.01,0.07,87.45,0.45,30.47,132.62,0.0,5,28,2,5,88.2,91.8,82.5,92.68333333333335,0.015873015873015775,,,,,,,
Karachi,24.8607,67.0011,2026-02-28 06:00:00+00:00,91.1,124.85,0.01,0.06,88.16,0.45,31.16,134.75,0.0,6,28,2,5,89.6,88.4,84.4,90.90000000000002,0.016741071428571428,,,,,,,
Karachi,24.8607,67.0011,2026-02-28 07:00:00+00:00,92.5,125.12,0.01,0.05,88.21,0.45,31.85,136.37,0.0,7,28,2,5,91.1,88.2,87.1,90.2666666666667,0.015367727771679536,,,,,,,
Karachi,24.8607,67.0011,2026-02-28 08:00:00+00:00,94.0,125.22,0.01,0.04,87.88,0.45,32.56,137.53,0.0,8,28,2,5,92.5,89.6,89.8,90.63333333333334,0.016216216216216217,,,,,,,
Karachi,24.8607,67.0011,2026-02-28 09:00:00+00:00,95.5,125.12,0.01,0.04,87.47,0.45,33.25,138.2,0.0,9,28,2,5,94.0,91.1,91.9,91.81666666666668,0.015957446808510637,,,,,,,
Karachi,24.8607,67.0011,2026-02-28 10:00:00+00:00,97.1,125.43,0.01,0.04,87.37,0.45,34.04,138.99,0.0,10,28,2,5,95.5,92.5,94.6,93.30000000000001,0.01675392670157062,,,,,,,
Karachi,24.8607,67.0011,2026-02-28 11:00:00+00:00,98.9,125.65,0.01,0.05,87.44,0.46,34.87,139.59,0.0,11,28,2,5,97.1,94.0,98.0,94.85000000000002,0.01853759011328539,,,,,,,
Karachi,24.8607,67.0011,2026-02-28 12:00:00+00:00,101.7,126.09,0.01,0.06,87.69,0.46,35.8,140.64,0.0,12,28,2,5,98.9,95.5,103.4,96.61666666666667,0.02831142568250755,,,,,,,
Karachi,24.8607,67.0011,2026-02-28 13:00:00+00:00,104.6,127.01,0.0,0.08,88.54,0.47,36.97,143.4,0.0,13,28,2,5,101.7,97.1,109.4,98.63333333333334,0.02851524090462135,,,,,,,
Karachi,24.8607,67.0011,2026-02-28 14:00:00+00:00,107.9,128.15,0.0,0.1,89.3,0.48,38.31,147.32,0.0,14,28,2,5,104.6,98.9,114.8,100.95,0.03154875717017219,,,,,,,
Karachi,24.8607,67.0011,2026-02-28 15:00:00+00:00,111.7,129.55,0.0,0.1,90.08,0.49,39.83,152.08,0.0,15,28,2,5,107.9,101.7,119.2,103.65000000000002,0.035217794253938804,,,,,,,
Karachi,24.8607,67.0011,2026-02-28 16:00:00+00:00,115.2,130.75,0.0,0.1,90.77,0.52,41.25,156.81,0.0,16,28,2,5,111.7,104.6,122.3,106.6666666666667,0.03133393017009848,,,,,,,
Karachi,24.8607,67.0011,2026-02-28 17:00:00+00:00,118.5,132.12,0.0,0.1,91.48,0.54,42.59,161.15,0.0,17,28,2,5,115.2,107.9,124.2,109.93333333333335,0.028645833333333308,,,,,,,
Karachi,24.8607,67.0011,2026-02-28 18:00:00+00:00,121.2,133.45,0.0,0.1,92.24,0.57,43.69,164.5,0.0,18,28,2,5,118.5,111.7,125.2,113.18333333333335,0.022784810126582303,,,,,,,
Karachi,24.8607,67.0011,2026-02-28 19:00:00+00:00,123.2,134.38,0.0,0.1,92.45,0.58,44.5,166.97,0.0,19,28,2,5,121.2,115.2,124.5,116.28333333333336,0.0165016501650165,,,,,,,
Karachi,24.8607,67.0011,2026-02-28 20:00:00+00:00,124.4,135.19,0.0,0.1,92.77,0.59,45.02,168.23,0.0,20,28,2,5,123.2,118.5,121.6,119.03333333333336,0.009740259740259763,,,,,,,
Karachi,24.8607,67.0011,2026-02-28 21:00:00+00:00,125.0,135.77,0.0,0.1,93.17,0.6,45.23,168.06,0.0,21,28,2,5,124.4,121.2,116.8,121.25000000000001,0.004823151125401884,,,,,,,
Karachi,24.8607,67.0011,2026-02-28 22:00:00+00:00,125.1,136.43,0.0,0.1,94.11,0.6,45.28,166.64,0.0,22,28,2,5,125.0,123.2,110.8,122.90000000000002,0.0007999999999999545,,,,,,,
Karachi,24.8607,67.0011,2026-02-28 23:00:00+00:00,124.5,137.27,0.0,0.1,95.59,0.6,45.03,163.6,0.0,23,28,2,5,125.1,124.4,106.8,123.90000000000002,-0.004796163069544319,,,,,,,
Karachi,24.8607,67.0011,2026-03-01 00:00:00+00:00,123.6,138.01,0.0,0.09,97.2,0.6,44.69,160.3,0.0,0,1,3,6,124.5,125.0,101.8,124.30000000000003,-0.007228915662650648,,,,,,,
Karachi,24.8607,67.0011,2026-03-02 01:00:00+00:00,81.8,157.44,0.0,0.08,130.05,0.36,26.76,63.81,0.0,1,2,3,0,123.6,125.1,96.3,117.40000000000002,-0.33818770226537215,,,,,,,
Karachi,24.8607,67.0011,2026-03-02 02:00:00+00:00,79.2,157.6,0.0,0.08,132.13,0.35,25.49,60.02,0.0,2,2,3,0,81.8,124.5,91.8,109.86666666666669,-0.03178484107579455,,,,,,,
Karachi,24.8607,67.0011,2026-03-02 03:00:00+00:00,76.9,157.41,0.0,0.09,133.85,0.35,24.43,57.32,0.0,3,2,3,0,79.2,123.6,88.4,101.85000000000002,-0.029040404040404002,,,,,,,
Karachi,24.8607,67.0011,2026-03-02 04:00:00+00:00,75.3,156.4,0.0,0.08,134.26,0.34,23.66,55.81,0.0,4,2,3,0,76.9,81.8,88.2,93.55000000000001,-0.020806241872561877,,,,,,,
Karachi,24.8607,67.0011,2026-03-02 05:00:00+00:00,74.5,156.0,0.0,0.06,133.76,0.33,23.26,55.21,0.0,5,2,3,0,75.3,79.2,89.6,85.21666666666668,-0.01062416998671975,,,,,,,
Karachi,24.8607,67.0011,2026-03-02 06:00:00+00:00,73.9,155.36,0.0,0.05,132.2,0.32,22.99,55.04,0.0,6,2,3,0,74.5,76.9,91.1,76.93333333333335,-0.00805369127516771,,,,,,,
Karachi,24.8607,67.0011,2026-03-02 07:00:00+00:00,500.0,153.74,0.0,0.04,129.53,0.31,22.77,54.96,0.0,7,2,3,0,73.9,75.3,92.5,146.63333333333335,5.7658998646820026,,,,,,,
Karachi,24.8607,67.0011,2026-03-02 08:00:00+00:00,500.0,152.39,0.0,0.04,126.08,0.3,22.6,54.96,0.0,8,2,3,0,500.0,74.5,94.0,216.76666666666668,0.0,,,,,,,
Karachi,24.8607,67.0011,2026-03-02 09:00:00+00:00,72.8,150.87,0.0,0.04,122.85,0.28,22.48,55.0,0.0,9,2,3,0,500.0,73.9,95.5,216.08333333333337,-0.8543999999999999,,,,,,,
Karachi,24.8607,67.0011,2026-03-02 10:00:00+00:00,500.0,149.97,0.0,0.04,120.55,0.27,22.37,54.98,0.0,10,2,3,0,72.8,500.0,97.1,286.8666666666667,5.868131868131869,,,,,,,
Karachi,24.8607,67.0011,2026-03-02 11:00:00+00:00,500.0,148.6,0.0,0.05,118.52,0.26,22.14,54.52,0.0,11,2,3,0,500.0,500.0,98.9,357.7833333333333,0.0,,,,,,,
Karachi,24.8607,67.0011,2026-03-02 12:00:00+00:00,500.0,147.6,0.01,0.06,117.24,0.26,21.94,54.08,0.0,12,2,3,0,500.0,72.8,101.7,428.8,0.0,,,,,,,
Karachi,24.8607,67.0011,2026-03-02 13:00:00+00:00,71.6,147.1,0.0,0.08,116.83,0.25,21.9,54.0,0.0,13,2,3,0,500.0,500.0,104.6,357.40000000000003,-0.8568,,,,,,,
Karachi,24.8607,67.0011,2026-03-02 14:00:00+00:00,71.5,146.5,0.0,0.11,116.21,0.25,21.87,53.96,0.0,14,2,3,0,71.6,500.0,107.9,285.98333333333335,-0.0013966480446926581,,,,,,,
Karachi,24.8607,67.0011,2026-03-02 15:00:00+00:00,500.0,145.9,0.0,0.11,115.74,0.25,21.95,54.21,0.0,15,2,3,0,71.5,500.0,111.7,357.1833333333334,5.993006993006993,,,,,,,
Karachi,24.8607,67.0011,2026-03-02 16:00:00+00:00,500.0,145.14,0.0,0.11,114.71,0.25,22.17,54.88,0.0,16,2,3,0,500.0,71.6,115.2,357.1833333333334,0.0,,,,,,,
Karachi,24.8607,67.0011,2026-03-02 17:00:00+00:00,72.9,144.83,0.0,0.1,113.69,0.24,22.5,55.63,0.0,17,2,3,0,500.0,71.5,118.5,286.00000000000006,-0.8542000000000001,,,,,,,
Karachi,24.8607,67.0011,2026-03-02 18:00:00+00:00,73.6,144.27,0.0,0.1,112.7,0.24,22.85,56.27,0.0,18,2,3,0,72.9,500.0,121.2,214.9333333333333,0.009602194787379816,,,,,,,
Karachi,24.8607,67.0011,2026-03-02 19:00:00+00:00,74.3,143.79,0.0,0.09,111.34,0.23,23.16,56.77,0.0,19,2,3,0,73.6,500.0,123.2,215.38333333333335,0.00951086956521743,,,,,,,
Karachi,24.8607,67.0011,2026-03-02 20:00:00+00:00,74.9,143.15,0.0,0.09,110.28,0.23,23.46,57.28,0.0,20,2,3,0,74.3,72.9,124.4,215.95000000000002,0.008075370121130666,,,,,,,
Karachi,24.8607,67.0011,2026-03-02 21:00:00+00:00,75.3,142.62,0.0,0.08,109.58,0.22,23.64,57.6,0.0,21,2,3,0,74.9,73.6,125.0,145.16666666666669,0.005340453938584665,,,,,,,
Karachi,24.8607,67.0011,2026-03-02 22:00:00+00:00,75.4,141.8,0.0,0.08,109.38,0.23,23.69,57.87,0.0,22,2,3,0,75.3,74.3,125.1,74.40000000000002,0.0013280212483400868,,,,,,,
Karachi,24.8607,67.0011,2026-03-02 23:00:00+00:00,75.1,140.92,0.0,0.07,109.67,0.23,23.56,57.89,0.0,23,2,3,0,75.4,74.9,124.5,74.7666666666667,-0.003978779840848956,,,,,,,
Karachi,24.8607,67.0011,2026-03-03 00:00:00+00:00,74.4,140.09,0.0,0.07,110.11,0.24,23.25,57.58,0.0,0,3,3,1,75.1,75.3,123.6,74.90000000000002,-0.009320905459387333,,,,,,,
Karachi,24.8607,67.0011,2026-03-03 01:00:00+00:00,73.5,139.67,0.0,0.07,110.71,0.24,22.78,57.02,0.0,1,3,3,1,74.4,75.4,81.8,74.7666666666667,-0.012096774193548463,,,,,,,
Karachi,24.8607,67.0011,2026-03-03 02:00:00+00:00,72.5,139.53,0.0,0.06,111.22,0.24,22.3,56.16,0.0,2,3,3,1,73.5,75.1,79.2,74.36666666666669,-0.013605442176870748,,,,,,,
Karachi,24.8607,67.0011,2026-03-03 03:00:00+00:00,71.5,139.57,0.0,0.08,111.73,0.24,21.87,55.36,0.0,3,3,3,1,72.5,74.4,76.9,73.73333333333335,-0.013793103448275862,,,,,,,
Karachi,24.8607,67.0011,2026-03-03 04:00:00+00:00,500.0,139.44,0.0,0.07,111.62,0.23,21.51,54.74,0.0,4,3,3,1,71.5,73.5,75.3,144.50000000000003,5.993006993006993,,,,,,,
Karachi,24.8607,67.0011,2026-03-03 05:00:00+00:00,500.0,139.69,0.01,0.05,111.12,0.23,21.35,54.63,0.0,5,3,3,1,500.0,72.5,74.5,215.3166666666667,0.0,,,,,,,
Karachi,24.8607,67.0011,2026-03-03 06:00:00+00:00,500.0,140.24,0.0,0.04,109.96,0.23,21.31,54.84,0.0,6,3,3,1,500.0,71.5,73.9,286.25,0.0,,,,,,,
Karachi,24.8607,67.0011,2026-03-03 07:00:00+00:00,70.4,139.87,0.0,0.04,108.09,0.23,21.33,55.06,0.0,7,3,3,1,500.0,500.0,500.0,285.73333333333335,-0.8592000000000001,,,,,,,
Karachi,24.8607,67.0011,2026-03-03 08:00:00+00:00,70.5,139.48,0.0,0.04,105.74,0.22,21.37,55.12,0.0,8,3,3,1,70.4,500.0,500.0,285.40000000000003,0.0014204545454544646,,,,,,,
Karachi,24.8607,67.0011,2026-03-03 09:00:00+00:00,70.6,138.96,0.0,0.04,103.36,0.22,21.42,55.06,0.0,9,3,3,1,70.5,500.0,72.8,285.25,0.0014184397163119762,,,,,,,
Karachi,24.8607,67.0011,2026-03-03 10:00:00+00:00,70.8,138.71,0.01,0.04,101.68,0.21,21.51,55.08,0.0,10,3,3,1,70.6,70.4,500.0,213.71666666666667,0.00283286118980174,,,,,,,
Karachi,24.8607,67.0011,2026-03-03 11:00:00+00:00,500.0,137.77,0.01,0.05,99.79,0.2,21.46,54.88,0.0,11,3,3,1,70.8,70.5,500.0,213.7166666666667,6.062146892655368,,,,,,,
Karachi,24.8607,67.0011,2026-03-03 12:00:00+00:00,500.0,136.77,0.01,0.05,98.69,0.19,21.39,54.85,0.0,12,3,3,1,500.0,70.6,500.0,213.7166666666667,0.0,,,,,,,
Karachi,24.8607,67.0011,2026-03-03 13:00:00+00:00,70.5,135.57,0.0,0.07,99.14,0.19,21.38,55.04,0.0,13,3,3,1,500.0,70.8,71.6,213.73333333333335,-0.859,,,,,,,
Karachi,24.8607,67.0011,2026-03-03 14:00:00+00:00,70.6,134.71,0.0,0.08,99.34,0.19,21.42,55.1,0.0,14,3,3,1,70.5,500.0,71.5,213.75,0.0014184397163119762,,,,,,,
Karachi,24.8607,67.0011,2026-03-03 15:00:00+00:00,70.8,134.13,0.0,0.08,99.19,0.19,21.53,55.18,0.0,15,3,3,1,70.6,500.0,500.0,213.78333333333333,0.00283286118980174,,,,,,,
Karachi,24.8607,67.0011,2026-03-03 16:00:00+00:00,71.2,133.46,0.0,0.08,98.89,0.18,21.71,55.26,0.0,16,3,3,1,70.8,70.5,500.0,213.85000000000002,0.005649717514124374,,,,,,,
Karachi,24.8607,67.0011,2026-03-03 17:00:00+00:00,71.8,133.17,0.0,0.08,98.65,0.18,21.97,55.42,0.0,17,3,3,1,71.2,70.6,72.9,142.48333333333338,0.008426966292134751,,,,,,,
Karachi,24.8607,67.0011,2026-03-03 18:00:00+00:00,72.5,132.84,0.0,0.07,98.46,0.18,22.31,55.51,0.0,18,3,3,1,71.8,70.8,73.6,71.23333333333335,0.009749303621169957,,,,,,,
Karachi,24.8607,67.0011,2026-03-03 19:00:00+00:00,73.3,132.19,0.0,0.07,98.02,0.19,22.7,55.45,0.0,19,3,3,1,72.5,71.2,74.3,71.70000000000002,0.01103448275862065,,,,,,,
Karachi,24.8607,67.0011,2026-03-03 20:00:00+00:00,74.3,131.74,0.0,0.07,97.94,0.19,23.17,55.5,0.0,20,3,3,1,73.3,71.8,74.9,72.31666666666669,0.013642564802182811,,,,,,,
Karachi,24.8607,67.0011,2026-03-03 21:00:00+00:00,75.2,131.3,0.0,0.07,98.07,0.2,23.6,55.54,0.0,21,3,3,1,74.3,72.5,75.3,73.05000000000003,0.012113055181695904,,,,,,,
Karachi,24.8607,67.0011,2026-03-03 22:00:00+00:00,76.0,130.56,0.0,0.07,98.25,0.21,23.99,55.26,0.0,22,3,3,1,75.2,73.3,75.4,73.85000000000002,0.010638297872340387,,,,,,,
Karachi,24.8607,67.0011,2026-03-03 23:00:00+00:00,500.0,130.01,0.0,0.06,98.59,0.21,24.29,54.75,0.0,23,3,3,1,76.0,74.3,75.1,145.2166666666667,5.578947368421052,,,,,,,
Karachi,24.8607,67.0011,2026-03-04 00:00:00+00:00,500.0,129.55,0.0,0.06,98.42,0.21,24.45,54.16,0.0,0,4,3,2,500.0,75.2,74.4,216.4666666666667,0.0,,,,,,,
Karachi,24.8607,67.0011,2026-03-05 01:00:00+00:00,68.3,117.79,0.0,0.05,93.0,0.21,20.32,41.8,0.0,1,5,3,3,500.0,76.0,73.5,215.63333333333335,-0.8634,,,,,,,
Karachi,24.8607,67.0011,2026-03-05 02:00:00+00:00,69.5,117.58,0.0,0.05,91.95,0.21,20.92,43.61,0.0,2,5,3,3,68.3,500.0,72.5,214.83333333333337,0.017569546120058607,,,,,,,
Karachi,24.8607,67.0011,2026-03-05 03:00:00+00:00,70.7,117.43,0.0,0.07,91.16,0.21,21.45,45.14,0.0,3,5,3,3,69.5,500.0,71.5,214.08333333333337,0.017266187050359753,,,,,,,
Karachi,24.8607,67.0011,2026-03-05 04:00:00+00:00,71.5,117.5,0.0,0.06,90.45,0.21,21.87,46.32,0.0,4,5,3,3,70.7,68.3,500.0,213.33333333333337,0.011315417256011274,,,,,,,
Karachi,24.8607,67.0011,2026-03-05 05:00:00+00:00,72.4,117.68,0.0,0.05,89.53,0.21,22.29,47.5,0.0,5,5,3,3,71.5,69.5,500.0,142.0666666666667,0.012587412587412666,,,,,,,
Karachi,24.8607,67.0011,2026-03-05 06:00:00+00:00,73.7,117.46,0.0,0.04,87.97,0.21,22.88,49.12,0.0,6,5,3,3,72.4,70.7,500.0,71.0166666666667,0.017955801104972333,,,,,,,
Karachi,24.8607,67.0011,2026-03-05 07:00:00+00:00,75.3,117.01,0.0,0.03,85.44,0.21,23.66,51.21,0.0,7,5,3,3,73.7,71.5,70.4,72.18333333333335,0.02170963364993208,,,,,,,
Karachi,24.8607,67.0011,2026-03-05 08:00:00+00:00,77.0,116.24,0.0,0.03,82.4,0.21,24.46,53.39,0.0,8,5,3,3,75.3,72.4,70.5,73.43333333333335,0.022576361221779587,,,,,,,
Karachi,24.8607,67.0011,2026-03-05 09:00:00+00:00,500.0,115.41,0.0,0.03,79.57,0.21,25.07,54.97,0.0,9,5,3,3,77.0,73.7,70.6,144.98333333333335,5.4935064935064934,,,,,,,
Karachi,24.8607,67.0011,2026-03-05 10:00:00+00:00,79.3,115.17,0.0,0.03,77.65,0.21,25.58,56.07,0.0,10,5,3,3,500.0,75.3,70.8,146.28333333333336,-0.8413999999999999,,,,,,,
Karachi,24.8607,67.0011,2026-03-05 11:00:00+00:00,80.0,114.66,0.01,0.04,76.22,0.21,25.91,56.63,0.0,11,5,3,3,79.3,77.0,500.0,147.55000000000004,0.008827238335435092,,,,,,,
Karachi,24.8607,67.0011,2026-03-05 12:00:00+00:00,80.5,114.47,0.01,0.05,75.34,0.21,26.13,56.79,0.0,12,5,3,3,80.0,500.0,500.0,148.68333333333337,0.00625,,,,,,,
Karachi,24.8607,67.0011,2026-03-05 13:00:00+00:00,80.9,114.54,0.0,0.06,75.25,0.21,26.32,56.78,0.0,13,5,3,3,80.5,79.3,70.5,149.6166666666667,0.004968944099378952,,,,,,,
Karachi,24.8607,67.0011,2026-03-05 14:00:00+00:00,81.3,114.6,0.0,0.08,75.14,0.22,26.51,56.71,0.0,14,5,3,3,80.9,80.0,70.6,150.33333333333337,0.004944375772558609,,,,,,,
Karachi,24.8607,67.0011,2026-03-05 15:00:00+00:00,81.5,114.75,0.0,0.08,74.88,0.23,26.59,56.36,0.0,15,5,3,3,81.3,80.5,70.8,80.58333333333336,0.0024600246002460377,,,,,,,
Karachi,24.8607,67.0011,2026-03-05 16:00:00+00:00,81.2,114.75,0.0,0.08,74.88,0.23,26.47,55.42,0.0,16,5,3,3,81.5,80.9,71.2,80.90000000000002,-0.00368098159509199,,,,,,,
Karachi,24.8607,67.0011,2026-03-05 17:00:00+00:00,500.0,114.89,0.0,0.08,74.97,0.24,26.2,54.32,0.0,17,5,3,3,81.2,81.3,71.8,150.9,5.157635467980295,,,,,,,
Karachi,24.8607,67.0011,2026-03-05 18:00:00+00:00,79.9,114.76,0.0,0.08,75.26,0.25,25.85,53.12,0.0,18,5,3,3,500.0,81.5,72.5,150.80000000000004,-0.8402000000000001,,,,,,,
Karachi,24.8607,67.0011,2026-03-05 19:00:00+00:00,79.1,114.6,0.0,0.08,75.49,0.26,25.45,52.08,0.0,19,5,3,3,79.9,81.2,73.3,150.50000000000003,-0.010012515644555835,,,,,,,
Karachi,24.8607,67.0011,2026-03-05 20:00:00+00:00,78.4,114.32,0.0,0.08,76.09,0.28,25.12,51.51,0.0,20,5,3,3,79.1,500.0,74.3,150.0166666666667,-0.008849557522123751,,,,,,,
Karachi,24.8607,67.0011,2026-03-05 21:00:00+00:00,77.9,113.86,0.0,0.07,77.15,0.3,24.89,51.42,0.0,21,5,3,3,78.4,79.9,75.2,149.41666666666669,-0.0063775510204081625,,,,,,,
Karachi,24.8607,67.0011,2026-03-05 22:00:00+00:00,77.5,113.34,0.0,0.07,78.88,0.31,24.72,51.96,0.0,22,5,3,3,77.9,79.1,76.0,148.80000000000004,-0.0051347881899872355,,,,,,,
Karachi,24.8607,67.0011,2026-03-05 23:00:00+00:00,500.0,112.95,0.0,0.07,79.92,0.34,25.08,54.62,0.0,23,5,3,3,77.5,78.4,500.0,148.80000000000004,5.451612903225806,,,,,,,
Karachi,24.8607,67.0011,2026-03-06 00:00:00+00:00,80.6,112.97,0.0,0.07,80.47,0.39,26.16,60.3,0.0,0,6,3,4,500.0,77.9,500.0,148.9166666666667,-0.8388,,,,,,,
Karachi,24.8607,67.0011,2026-03-06 01:00:00+00:00,84.1,113.57,0.0,0.08,81.17,0.47,27.85,68.65,0.0,1,6,3,4,80.6,77.5,68.3,149.75000000000003,0.043424317617866005,,,,,,,
Karachi,24.8607,67.0011,2026-03-06 02:00:00+00:00,87.9,114.44,0.0,0.09,81.47,0.55,29.66,77.03,0.0,2,6,3,4,84.1,500.0,69.5,151.33333333333337,0.04518430439952451,,,,,,,
Karachi,24.8607,67.0011,2026-03-06 03:00:00+00:00,91.4,115.25,0.0,0.12,81.75,0.62,31.3,84.98,0.0,3,6,3,4,87.9,80.6,70.7,153.58333333333334,0.03981797497155859,,,,,,,
Karachi,24.8607,67.0011,2026-03-06 04:00:00+00:00,94.2,115.67,0.01,0.12,82.1,0.66,32.63,92.16,0.0,4,6,3,4,91.4,84.1,71.5,156.3666666666667,0.030634573304157517,,,,,,,
Karachi,24.8607,67.0011,2026-03-06 05:00:00+00:00,96.9,116.13,0.01,0.09,82.3,0.69,33.94,98.98,0.0,5,6,3,4,94.2,87.9,72.4,89.18333333333335,0.028662420382165633,,,,,,,
